,2011,2012,2013,2014
Российская Федерация,
Всего,
все население,"13,5","13,8","13,9","14,1"
городское население,"11,9","11,9","12,3","12,4"
сельское население,"16,4","17,2","16,7","17,1"
0,
все население,"5,4","7,8","6,5","6,5"
городское население,"5,8","6,6","6,5","6,5"
сельское население,"4,7","9,8","6,4","6,3"
1-4.,
все население,"0,3","0,4","0,3","0,4"
городское население,"0,3","0,2","0,2","0,3"
сельское население,"0,2","0,7","0,6","0,7"
5-9.,
все население,"0,2","0,3","0,3","0,2"
городское население,"0,3",0,"0,2","0,2"
сельское население,"0,1","0,7","0,3","0,2"
10-14.,
все население,"0,3","0,1","0,1","0,2"
городское население,"0,3","0,1","0,1","0,1"
сельское население,"0,2",0,"0,1","0,3"
15-19,
все население,"0,6","0,3","0,4","0,4"
городское население,"0,6","0,4","0,2","0,2"
сельское население,"0,6","0,2","0,7","0,7"
20-24,
все население,"0,7","0,6","0,6","0,5"
городское население,"0,7","0,4","0,6","0,5"
сельское население,"0,7","0,9","0,6","0,6"
25-29.,
все население,1,"1,1","0,8","0,9"
городское население,"1,2","0,9","0,7","0,9"
сельское население,"0,8","1,5",1,"0,9"
30-34.,
все население,"1,3","1,4","1,3","1,4"
городское население,"1,1","1,2","1,3","1,1"
сельское население,"1,7",2,"1,4","1,9"
35-39.,
все население,"2,1","2,1","1,5","2,1"
городское население,"1,9","1,9","1,4","1,8"
сельское население,"2,4","2,4","1,9","2,8"
40-44.,
все население,"2,4","2,8","2,4","2,7"
городское население,"2,4","2,5","2,3","2,7"
сельское население,"2,5","3,4","2,6","2,8"
45-49,
все население,"3,9","2,7","3,2","3,6"
городское население,"3,4","2,7","3,2","3,3"
сельское население,"4,7","2,8","3,1","4,1"
50-54,
все население,"4,8","4,4","4,4","5,2"
городское население,"4,5","4,1","4,4","4,7"
сельское население,"5,3",5,"4,5","6,1"
55-59,
все население,"7,5","7,5","7,6","6,9"
городское население,"7,2",7,"6,9","6,9"
сельское население,"8,2","8,5","8,9","6,9"
60-64,
все население,"12,4","10,9","10,8","10,4"
городское население,"12,8","9,9","10,3",10
сельское население,"11,7",13,"11,8",11
65-69,
все население,17,"18,2","17,1","16,4"
городское население,"16,2","18,3","17,2","16,9"
сельское население,"18,6","18,1",17,"15,3"
70-74,
все население,"30,2","29,8","29,7","29,2"
городское население,"31,1","29,6",30,"29,6"
сельское население,29,"30,1","29,2","28,5"
75-79,
все население,"51,9",50,"49,5",52
городское население,"53,1","50,5",51,"53,4"
сельское население,"50,4","49,5","47,5",50
80-84,
все население,"92,1",98,"95,7",89
городское население,"92,9","100,5",100,"91,2"
сельское население,"91,2","95,4","91,2","86,6"
85 и старше,
все население,175,"173,7","178,1","183,1"
городское население,"180,2","174,7","184,7","185,2"
сельское население,"169,4","172,6","171,1","180,9"
Московская область,
Всего,
все население,13,"13,4","13,1",13
городское население,"13,2","13,5","13,2","13,1"
сельское население,"12,3","12,7","12,5","12,6"
0,
все население,"5,8","6,3","6,1","5,6"
городское население,"6,2","6,9","6,6",6
сельское население,4,"3,4","3,6","3,6"
1-4.,
все население,"0,3","0,3","0,3","0,2"
городское население,"0,3","0,3","0,2","0,2"
сельское население,"0,3","0,3","0,3","0,3"
5-9.,
все население,"0,2","0,2","0,2","0,1"
городское население,"0,2","0,2","0,2","0,1"
сельское население,"0,1","0,1","0,2","0,1"
10-14.,
все население,"0,2","0,2","0,2","0,2"
городское население,"0,3","0,2","0,1","0,2"
сельское население,"0,1","0,2","0,2","0,2"
15-19,
все население,"0,5","0,4","0,5","0,5"
городское население,"0,5","0,5","0,4","0,5"
сельское население,"0,5","0,3","0,5","0,5"
20-24,
все население,"0,7","0,6","0,6","0,7"
городское население,"0,8","0,7","0,6","0,8"
сельское население,"0,6","0,5","0,7","0,7"
25-29.,
все население,"1,1","1,1","0,9","0,9"
городское население,"1,2","1,1",1,"0,9"
сельское население,"0,6","0,9","0,7","0,6"
30-34.,
все население,"1,8","1,5","1,6","1,7"
городское население,"1,9","1,6","1,7","1,7"
сельское население,"1,5","1,4","1,4","1,4"
35-39.,
все население,"2,2","2,3","2,1","2,2"
городское население,"2,2","2,3","2,1","2,3"
сельское население,"2,1",2,2,"1,7"
40-44.,
все население,"3,1","2,7","2,7","2,6"
городское население,"3,2","2,8","2,8","2,7"
сельское население,"2,3","2,4","2,3","2,4"
45-49,
все население,"3,9","3,8","3,5","3,6"
городское население,4,"3,8","3,6","3,6"
сельское население,"3,5","3,9","3,1","3,3"
50-54,
все население,"5,5","5,3",5,5
городское население,"5,7","5,4","5,1","5,1"
сельское население,"4,6","4,6","4,4","4,5"
55-59,
все население,"7,9","7,9","7,4","7,3"
городское население,"7,9",8,"7,5","7,4"
сельское население,"7,7","7,7","6,9",7
60-64,
все население,"11,7","11,8","11,3","11,2"
городское население,"11,8","12,1","11,3","11,6"
сельское население,"11,4","10,7","11,1","9,8"
65-69,
все население,18,"16,9","17,3",17
городское население,"18,4","17,4","17,8","17,6"
сельское население,"16,6","14,8","14,9","14,1"
70-74,
все население,"29,7","31,1","29,8","29,7"
городское население,"30,6","31,6","30,7","29,6"
сельское население,"26,3","28,8",26,"30,1"
75-79,
все население,"53,5","52,6","50,4","49,3"
городское население,"55,1","53,9","51,5","50,3"
сельское население,"47,4","47,2",46,"45,1"
80-84,
все население,"96,1","99,5","97,5","95,8"
городское население,"98,7","102,6","100,3","98,5"
сельское население,"86,4","87,5",86,"85,3"
85 и старше,
все население,"182,7",193,"193,3","196,7"
городское население,"189,2","200,8","202,5","206,7"
сельское население,"159,1","163,2","159,4","161,3"
Орловская область,
Всего,
все население,"14,6","14,6",15,"14,8"
городское население,"12,8",13,"13,3","13,1"
сельское население,"18,3","17,9","18,4","18,3"
0,
все население,"6,5","9,3","6,9",7
городское население,"5,8",8,"6,4","6,7"
сельское население,"7,6","10,8","7,6","7,6"
